,,Market Value of U.S. Holdings of Foreign Securities at the End of the Year Shown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,Millions of dollars.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2017,2017,2017,2017,2016,2016,2016,2016,2015,2015,2015,2015,2014,2014,2014,2014,2013,2013,2013,2013,2012,2012,2012,2012,2011,2011,2011,2011,2010,2010,2010,2010,2009,2009,2009,2009,2008,2008,2008,2008,2007,2007,2007,2007,2006,2006,2006,2006,2005,2005,2005,2005,2004,2004,2004,2004,2003,2003,2003,2003,2001,2001,2001,2001,1997,1997,1997,1997,1994,1994,1994,1994
Country code,Country,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt,Total,Equity,LT Debt,ST Debt
15202,Bulgaria,202,34,167,0,287,7,280,0,282,29,253,0,177,14,163,0,173,94,79,0,157,82,75,0,216,111,105,0,254,135,119,0,215,120,95,0,252,165,87,0,562,387,175,0,312,95,217,0,428,78,350,0,"1,173",6,"1,167",0,"1,443",5,"1,438",0,"1,763",n.a.,"1,763",0,"1,310",n.a.,"1,310",n.a.,23,0,23,n.a.
57118,Burkina Faso,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n.a.,0,0,0,n.a.
41106,Burma (Myanmar),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,21,21,0,0,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,3,139,n.a.,0,0,0,n.a.
50806,Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,*,0,*,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n.a.,0,0,0,n.a.
41203,Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,n.a.,0,0,0,n.a.
51004,Cameroon,235,0,235,0,228,0,228,0,181,*,181,0,*,*,0,0,2,2,0,0,4,4,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,n.a.,0,0,0,n.a.
29998,Canada,"995,893","512,326","381,253","102,314","831,037","422,378","333,267","75,392","705,290","325,395","323,429","56,466","844,179","416,961","378,754","48,465","825,946","405,165","381,558","39,224","827,365","390,238","381,799","55,327","736,180","358,536","329,166","48,478","695,213","408,631","252,770","33,812","540,255","295,078","219,531","25,646","378,435","180,175","165,881","32,379","587,922","379,655","186,023","22,244","477,888","298,137","162,074","17,678","418,918","247,816","157,509","13,593","344,669","180,398","151,852","12,419","300,979","149,267","139,433","12,278","211,444","89,591","115,618","6,235","177,473","70,798","106,675",n.a.,"108,190","39,655","68,535",n.a.
51209,Cape Verde,71,67,5,0,0,0,0,0,1,0,1,0,0,0,0,0,*,*,0,0,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n.a.,0,0,0,n.a.
36137,Cayman Islands (3),"1,766,954","1,362,397","402,653","1,904","1,369,100","1,020,354","347,238","1,508","1,217,097","915,220","300,010","1,867","1,111,962","820,257","289,259","2,447","901,140","676,940","221,497","2,703","796,931","574,378","220,324","2,229","708,763","487,908","218,194","2,662","366,025","166,372","196,476","3,177","373,316","147,514","217,465","8,337","315,228","95,181","202,368","17,679","545,452","232,994","271,785","40,673","375,542","160,555","177,889","37,098","248,771","102,603","118,399","27,768","195,677","69,750","114,378","11,549","124,971","45,287","75,668","4,017","71,039","35,764","34,317",958,"19,247","5,612","13,635",n.a.,n.a.,n.a.,n.a.,n.a.
51306,Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,n.a.,0,0,0,n.a.
