,PERIOD,PARTNER,REPORTER,PRODUCT,FLOW,INDICATORS,Value,Per
1616,Jan.-Dec. 2011,EU28_INTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"369,525,988,323",3.358201566
1645,Jan.-Dec. 2011,GERMANY (incl DD from 1991),NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"124,081,753,632",0.258913914
1674,Jan.-Dec. 2011,EU28_EXTRA,POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"29,543,684,692",0.059852555
1703,Jan.-Dec. 2011,EU28_INTRA,POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"106,014,110,389",0.690081744
1450,Jan.-Dec. 2019,EU28_INTRA,LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1451,Jan.-Dec. 1991,GERMANY (incl DD from 1991),LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1452,Jan.-Dec. 1992,GERMANY (incl DD from 1991),LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1453,Jan.-Dec. 1993,GERMANY (incl DD from 1991),LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1454,Jan.-Dec. 1994,GERMANY (incl DD from 1991),LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1455,Jan.-Dec. 1995,GERMANY (incl DD from 1991),LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1456,Jan.-Dec. 1996,GERMANY (incl DD from 1991),LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1457,Jan.-Dec. 1997,GERMANY (incl DD from 1991),LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1458,Jan.-Dec. 1998,GERMANY (incl DD from 1991),LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1459,Jan.-Dec. 1999,GERMANY (incl DD from 1991),LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"1,909,761,355",
1732,Jan.-Dec. 2011,GERMANY (incl DD from 1991),POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"35,369,332,917",#VALUE!
1761,Jan.-Dec. 2011,EU28_EXTRA,PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"10,939,936,020",0.293460349
1790,Jan.-Dec. 2011,EU28_INTRA,PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"31,888,097,372",0.688589954
1819,Jan.-Dec. 2011,GERMANY (incl DD from 1991),PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"5,800,908,005",0.135446518
1848,Jan.-Dec. 2011,EU28_EXTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"13,000,313,868",0.344936507
1877,Jan.-Dec. 2011,EU28_INTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"32,283,732,572",1.717108217
1906,Jan.-Dec. 2011,GERMANY (incl DD from 1991),ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"8,422,030,311",0.185982282
2022,Jan.-Dec. 2011,EU28_EXTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"8,539,592,418",0.209788291
2051,Jan.-Dec. 2011,EU28_INTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"48,809,857,851",2.877664397
2080,Jan.-Dec. 2011,GERMANY (incl DD from 1991),SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"11,480,997,439",0.200193679
1935,Jan.-Dec. 2011,EU28_EXTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"5,661,502,097",0.093903164
1964,Jan.-Dec. 2011,EU28_INTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"19,253,615,800",1.123151018
1993,Jan.-Dec. 2011,GERMANY (incl DD from 1991),SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"4,965,859,466",0.199311096
2109,Jan.-Dec. 2011,EU28_EXTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"73,294,424,851",3.02625982
2138,Jan.-Dec. 2011,EU28_INTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"146,928,843,547",1.877438152
2167,Jan.-Dec. 2011,GERMANY (incl DD from 1991),SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"22,863,531,457",0.103819781
2196,Jan.-Dec. 2011,EU28_EXTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"58,954,751,259",0.347216718
2225,Jan.-Dec. 2011,EU28_INTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"75,357,895,291",0.921039807
2254,Jan.-Dec. 2011,GERMANY (incl DD from 1991),SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"13,273,358,598",0.09882434
1479,Jan.-Dec. 2019,GERMANY (incl DD from 1991),LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1480,Jan.-Dec. 1991,EU28_EXTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1481,Jan.-Dec. 1992,EU28_EXTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1482,Jan.-Dec. 1993,EU28_EXTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1483,Jan.-Dec. 1994,EU28_EXTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1484,Jan.-Dec. 1995,EU28_EXTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1485,Jan.-Dec. 1996,EU28_EXTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1486,Jan.-Dec. 1997,EU28_EXTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1487,Jan.-Dec. 1998,EU28_EXTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1488,Jan.-Dec. 1999,EU28_EXTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2283,Jan.-Dec. 2011,EU28_EXTRA,UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"181,242,288,661",#VALUE!
2312,Jan.-Dec. 2011,EU28_INTRA,UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"182,672,949,906",#VALUE!
2341,Jan.-Dec. 2011,GERMANY (incl DD from 1991),UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"36,316,436,792",0.099793669
22,Jan.-Dec. 2012,EU28_EXTRA,AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"38,834,270,330",0.177334029
51,Jan.-Dec. 2012,EU28_INTRA,AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"90,844,243,322",1.208827525
80,Jan.-Dec. 2012,GERMANY (incl DD from 1991),AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"39,378,327,212",0.303661155
109,Jan.-Dec. 2012,EU28_EXTRA,BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"104,037,450,614",0.798920265
138,Jan.-Dec. 2012,EU28_INTRA,BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"243,051,101,926",1.694730563
167,Jan.-Dec. 2012,GERMANY (incl DD from 1991),BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"60,542,208,690",0.174428711
196,Jan.-Dec. 2012,EU28_EXTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"8,533,139,984",0.028107141
225,Jan.-Dec. 2012,EU28_INTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"12,237,353,734",0.177159493
254,Jan.-Dec. 2012,GERMANY (incl DD from 1991),BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"2,126,505,365",0.10238107
283,Jan.-Dec. 2012,EU28_EXTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"4,026,387,378",0.280313762
312,Jan.-Dec. 2012,EU28_INTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"5,602,262,804",0.91050877
341,Jan.-Dec. 2012,GERMANY (incl DD from 1991),CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"981,307,870",0.101915414
370,Jan.-Dec. 2012,EU28_EXTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"532,280,857",0.080849874
399,Jan.-Dec. 2012,EU28_INTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"821,771,162",0.542928966
428,Jan.-Dec. 2012,GERMANY (incl DD from 1991),CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"32,283,130",0.023841868
457,Jan.-Dec. 2012,EU28_EXTRA,CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"22,849,893,754",26.75461498
1508,Jan.-Dec. 2019,EU28_EXTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1509,Jan.-Dec. 1991,EU28_INTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1510,Jan.-Dec. 1992,EU28_INTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1511,Jan.-Dec. 1993,EU28_INTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1512,Jan.-Dec. 1994,EU28_INTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1513,Jan.-Dec. 1995,EU28_INTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1514,Jan.-Dec. 1996,EU28_INTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1515,Jan.-Dec. 1997,EU28_INTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1516,Jan.-Dec. 1998,EU28_INTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1517,Jan.-Dec. 1999,EU28_INTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
486,Jan.-Dec. 2012,EU28_INTRA,CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"99,380,152,911",#VALUE!
515,Jan.-Dec. 2012,GERMANY (incl DD from 1991),CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"38,432,979,028",#VALUE!
544,Jan.-Dec. 2012,EU28_EXTRA,DENMARK,TOTAL,EXPORT,VALUE_IN_EUROS,"30,187,974,390",0.219050057
573,Jan.-Dec. 2012,EU28_INTRA,DENMARK,TOTAL,EXPORT,VALUE_IN_EUROS,"53,148,362,478",0.774520898
602,Jan.-Dec. 2012,GERMANY (incl DD from 1991),DENMARK,TOTAL,EXPORT,VALUE_IN_EUROS,"12,682,205,645",0.152180983
631,Jan.-Dec. 2012,EU28_EXTRA,ESTONIA,TOTAL,EXPORT,VALUE_IN_EUROS,"4,253,811,006",0.064617565
660,Jan.-Dec. 2012,EU28_INTRA,ESTONIA,TOTAL,EXPORT,VALUE_IN_EUROS,"8,266,910,717",0.488126039
689,Jan.-Dec. 2012,GERMANY (incl DD from 1991),ESTONIA,TOTAL,EXPORT,VALUE_IN_EUROS,"562,407,338",0.044918125
718,Jan.-Dec. 2012,EU28_EXTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"26,338,888,116",2.983116924
747,Jan.-Dec. 2012,EU28_INTRA,FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"30,539,149,903",1.135229712
776,Jan.-Dec. 2012,GERMANY (incl DD from 1991),FINLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"5,254,712,771",0.092385619
805,Jan.-Dec. 2012,EU28_EXTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"181,734,348,980",5.077248875
834,Jan.-Dec. 2012,EU28_INTRA,FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"260,909,090,543",1.395317395
863,Jan.-Dec. 2012,GERMANY (incl DD from 1991),FRANCE,TOTAL,EXPORT,VALUE_IN_EUROS,"72,235,953,511",0.163192193
892,Jan.-Dec. 2012,EU28_EXTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,"15,346,081,932",0.046064266
921,Jan.-Dec. 2012,EU28_INTRA,GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,"12,232,908,255",0.139673715
950,Jan.-Dec. 2012,GERMANY (incl DD from 1991),GREECE,TOTAL,EXPORT,VALUE_IN_EUROS,"1,767,080,871",0.064073444
979,Jan.-Dec. 2012,EU28_EXTRA,HUNGARY,TOTAL,EXPORT,VALUE_IN_EUROS,"18,213,581,508",1.300971118
1008,Jan.-Dec. 2012,EU28_INTRA,HUNGARY,TOTAL,EXPORT,VALUE_IN_EUROS,"62,398,063,263",3.122922658
1537,Jan.-Dec. 2019,EU28_INTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1538,Jan.-Dec. 1991,GERMANY (incl DD from 1991),MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1539,Jan.-Dec. 1992,GERMANY (incl DD from 1991),MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1540,Jan.-Dec. 1993,GERMANY (incl DD from 1991),MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1541,Jan.-Dec. 1994,GERMANY (incl DD from 1991),MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1542,Jan.-Dec. 1995,GERMANY (incl DD from 1991),MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1543,Jan.-Dec. 1996,GERMANY (incl DD from 1991),MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1544,Jan.-Dec. 1997,GERMANY (incl DD from 1991),MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1545,Jan.-Dec. 1998,GERMANY (incl DD from 1991),MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1546,Jan.-Dec. 1999,GERMANY (incl DD from 1991),MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"233,088,995",
1037,Jan.-Dec. 2012,GERMANY (incl DD from 1991),HUNGARY,TOTAL,EXPORT,VALUE_IN_EUROS,"20,051,146,217",#VALUE!
1066,Jan.-Dec. 2012,EU28_EXTRA,IRELAND,TOTAL,EXPORT,VALUE_IN_EUROS,"37,792,697,696",1.863156156
1095,Jan.-Dec. 2012,EU28_INTRA,IRELAND,TOTAL,EXPORT,VALUE_IN_EUROS,"54,687,622,809",0.945435488
1124,Jan.-Dec. 2012,GERMANY (incl DD from 1991),IRELAND,TOTAL,EXPORT,VALUE_IN_EUROS,"7,278,522,071",0.078703469
1153,Jan.-Dec. 2012,EU28_EXTRA,ITALY,TOTAL,EXPORT,VALUE_IN_EUROS,"178,314,717,842",2.877615159
1182,Jan.-Dec. 2012,EU28_INTRA,ITALY,TOTAL,EXPORT,VALUE_IN_EUROS,"211,867,374,027",1.141568379
1211,Jan.-Dec. 2012,GERMANY (incl DD from 1991),ITALY,TOTAL,EXPORT,VALUE_IN_EUROS,"48,832,547,272",0.125153225
1240,Jan.-Dec. 2012,EU28_EXTRA,LATVIA,TOTAL,EXPORT,VALUE_IN_EUROS,"4,000,455,844",0.01534506
1269,Jan.-Dec. 2012,EU28_INTRA,LATVIA,TOTAL,EXPORT,VALUE_IN_EUROS,"6,983,008,566",0.132171335
1298,Jan.-Dec. 2012,GERMANY (incl DD from 1991),LATVIA,TOTAL,EXPORT,VALUE_IN_EUROS,"801,769,061",0.072997829
1327,Jan.-Dec. 2012,EU28_EXTRA,LITHUANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"9,121,912,801",1.171762796
1356,Jan.-Dec. 2012,EU28_INTRA,LITHUANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"13,925,448,966",1.403254272
1385,Jan.-Dec. 2012,GERMANY (incl DD from 1991),LITHUANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,787,124,387",0.077541387
1414,Jan.-Dec. 2012,EU28_EXTRA,LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"3,082,665,659",0.196191011
1443,Jan.-Dec. 2012,EU28_INTRA,LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"11,582,421,405",2.378423155
1472,Jan.-Dec. 2012,GERMANY (incl DD from 1991),LUXEMBOURG,TOTAL,EXPORT,VALUE_IN_EUROS,"3,029,425,477",0.206573985
1501,Jan.-Dec. 2012,EU28_EXTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"2,015,549,040",0.137939376
1530,Jan.-Dec. 2012,EU28_INTRA,MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,292,560,217",0.256207482
1559,Jan.-Dec. 2012,GERMANY (incl DD from 1991),MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,"357,474,298",0.108060004
1566,Jan.-Dec. 2019,GERMANY (incl DD from 1991),MALTA,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1567,Jan.-Dec. 1991,EU28_EXTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1568,Jan.-Dec. 1992,EU28_EXTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1569,Jan.-Dec. 1993,EU28_EXTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1570,Jan.-Dec. 1994,EU28_EXTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1571,Jan.-Dec. 1995,EU28_EXTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1572,Jan.-Dec. 1996,EU28_EXTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1573,Jan.-Dec. 1997,EU28_EXTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1574,Jan.-Dec. 1998,EU28_EXTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1575,Jan.-Dec. 1999,EU28_EXTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1588,Jan.-Dec. 2012,EU28_EXTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"123,708,175,863",#VALUE!
1617,Jan.-Dec. 2012,EU28_INTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"386,389,786,372",#VALUE!
1646,Jan.-Dec. 2012,GERMANY (incl DD from 1991),NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"132,384,023,576",0.259526666
1675,Jan.-Dec. 2012,EU28_EXTRA,POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"34,320,257,878",0.066156497
1704,Jan.-Dec. 2012,EU28_INTRA,POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"109,962,122,904",0.659623868
1733,Jan.-Dec. 2012,GERMANY (incl DD from 1991),POLAND,TOTAL,EXPORT,VALUE_IN_EUROS,"36,268,535,198",0.251371893
1762,Jan.-Dec. 2012,EU28_EXTRA,PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"13,086,994,929",0.089495562
1791,Jan.-Dec. 2012,EU28_INTRA,PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"32,126,020,699",0.650910255
1820,Jan.-Dec. 2012,GERMANY (incl DD from 1991),PORTUGAL,TOTAL,EXPORT,VALUE_IN_EUROS,"5,595,892,004",0.123767281
1849,Jan.-Dec. 2012,EU28_EXTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"13,314,752,262",0.352971292
1878,Jan.-Dec. 2012,EU28_INTRA,ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"31,704,724,903",1.676554456
1907,Jan.-Dec. 2012,GERMANY (incl DD from 1991),ROMANIA,TOTAL,EXPORT,VALUE_IN_EUROS,"8,408,041,233",0.186764524
2023,Jan.-Dec. 2012,EU28_EXTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"9,952,860,437",0.248122017
2052,Jan.-Dec. 2012,EU28_INTRA,SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"52,789,607,509",2.875109755
2081,Jan.-Dec. 2012,GERMANY (incl DD from 1991),SLOVAKIA,TOTAL,EXPORT,VALUE_IN_EUROS,"13,275,854,303",0.211592797
1936,Jan.-Dec. 2012,EU28_EXTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"6,257,684,636",0.094719456
1965,Jan.-Dec. 2012,EU28_INTRA,SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"18,775,520,090",0.961193983
1994,Jan.-Dec. 2012,GERMANY (incl DD from 1991),SLOVENIA,TOTAL,EXPORT,VALUE_IN_EUROS,"4,996,087,341",0.199578416
2110,Jan.-Dec. 2012,EU28_EXTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"83,478,650,754",3.511695665
1595,Jan.-Dec. 2019,EU28_EXTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1596,Jan.-Dec. 1991,EU28_INTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1597,Jan.-Dec. 1992,EU28_INTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1598,Jan.-Dec. 1993,EU28_INTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1599,Jan.-Dec. 1994,EU28_INTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1600,Jan.-Dec. 1995,EU28_INTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1601,Jan.-Dec. 1996,EU28_INTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1602,Jan.-Dec. 1997,EU28_INTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1603,Jan.-Dec. 1998,EU28_INTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1604,Jan.-Dec. 1999,EU28_INTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
2139,Jan.-Dec. 2012,EU28_INTRA,SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"146,323,674,878",#VALUE!
2168,Jan.-Dec. 2012,GERMANY (incl DD from 1991),SPAIN,TOTAL,EXPORT,VALUE_IN_EUROS,"24,430,592,082",#VALUE!
2197,Jan.-Dec. 2012,EU28_EXTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"57,744,373,167",0.338172358
2226,Jan.-Dec. 2012,EU28_INTRA,SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"76,397,053,306",0.929687686
2255,Jan.-Dec. 2012,GERMANY (incl DD from 1991),SWEDEN,TOTAL,EXPORT,VALUE_IN_EUROS,"13,159,648,115",0.098102789
2284,Jan.-Dec. 2012,EU28_EXTRA,UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"182,957,918,338",2.042928284
2313,Jan.-Dec. 2012,EU28_INTRA,UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"185,030,831,519",0.943468935
2342,Jan.-Dec. 2012,GERMANY (incl DD from 1991),UNITED KINGDOM,TOTAL,EXPORT,VALUE_IN_EUROS,"38,024,135,200",0.103329613
23,Jan.-Dec. 2013,EU28_EXTRA,AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"39,451,618,212",0.17686949
52,Jan.-Dec. 2013,EU28_INTRA,AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"92,432,974,007",1.193056794
81,Jan.-Dec. 2013,GERMANY (incl DD from 1991),AUSTRIA,TOTAL,EXPORT,VALUE_IN_EUROS,"39,077,490,869",0.296300654
110,Jan.-Dec. 2013,EU28_EXTRA,BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"105,383,265,958",0.801329887
139,Jan.-Dec. 2013,EU28_INTRA,BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"247,572,437,754",1.713769491
168,Jan.-Dec. 2013,GERMANY (incl DD from 1991),BELGIUM (and LUXBG -> 1998),TOTAL,EXPORT,VALUE_IN_EUROS,"59,699,131,143",0.169140576
197,Jan.-Dec. 2013,EU28_EXTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"8,921,204,998",0.029033617
226,Jan.-Dec. 2013,EU28_INTRA,BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"13,350,578,048",0.194557165
255,Jan.-Dec. 2013,GERMANY (incl DD from 1991),BULGARIA,TOTAL,EXPORT,VALUE_IN_EUROS,"2,741,367,902",0.123087042
284,Jan.-Dec. 2013,EU28_EXTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"3,632,082,260",0.225708082
313,Jan.-Dec. 2013,EU28_INTRA,CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"5,899,315,579",0.925607862
1624,Jan.-Dec. 2019,EU28_INTRA,NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,NA,
1625,Jan.-Dec. 1991,GERMANY (incl DD from 1991),NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"31,760,873,855",
1626,Jan.-Dec. 1992,GERMANY (incl DD from 1991),NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"31,090,139,524",
1627,Jan.-Dec. 1993,GERMANY (incl DD from 1991),NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"30,271,236,193",
1628,Jan.-Dec. 1994,GERMANY (incl DD from 1991),NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"36,267,974,207",
1629,Jan.-Dec. 1995,GERMANY (incl DD from 1991),NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"39,017,935,987",
1630,Jan.-Dec. 1996,GERMANY (incl DD from 1991),NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"47,798,626,470",
1631,Jan.-Dec. 1997,GERMANY (incl DD from 1991),NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"51,445,173,825",
1632,Jan.-Dec. 1998,GERMANY (incl DD from 1991),NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"52,457,343,926",
1633,Jan.-Dec. 1999,GERMANY (incl DD from 1991),NETHERLANDS,TOTAL,EXPORT,VALUE_IN_EUROS,"55,353,493,435",
342,Jan.-Dec. 2013,GERMANY (incl DD from 1991),CROATIA,TOTAL,EXPORT,VALUE_IN_EUROS,"1,124,371,905",0.010429118
371,Jan.-Dec. 2013,EU28_EXTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"639,547,873",0.011323868
400,Jan.-Dec. 2013,EU28_INTRA,CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"880,875,462",0.499385218
429,Jan.-Dec. 2013,GERMANY (incl DD from 1991),CYPRUS,TOTAL,EXPORT,VALUE_IN_EUROS,"41,377,489",0.027214453
458,Jan.-Dec. 2013,EU28_EXTRA,CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"23,066,319,122",25.01083797
487,Jan.-Dec. 2013,EU28_INTRA,CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"99,118,749,297",4.289425769
516,Jan.-Dec. 2013,GERMANY (incl DD from 1991),CZECH REPUBLIC (CS->1992),TOTAL,EXPORT,VALUE_IN_EUROS,"38,246,687,119",0.313022594
